	MNase_Overlap_5read1-SHIFT80_combined.cdt
Nuc-2206050-chr17_76240109_76240273_stddev=14.593820330425297	0.0
Nuc-2334256-chr18_54269835_54269999_stddev=20.151647299635055	52.0
Nuc-2671951-chr2_74530192_74530356_stddev=16.087262041752165	9.0
Nuc-2968968-chr20_5610498_5610662_stddev=21.477087933946002	31.0
Nuc-3541019-chr3_169967051_169967215_stddev=14.590712418826193	4.0
Nuc-3442428-chr3_97972007_97972171_stddev=17.03408347989407	12.0
Nuc-5542222-chrX_72131513_72131677_stddev=16.889345754054535	5.0
Nuc-1031462-chr11_67629521_67629685_stddev=28.179100915307103	6.0
Nuc-1839346-chr16_1783214_1783378_stddev=20.378954221154945	21.0
Nuc-4321824-chr6_44223841_44224005_stddev=18.405723597756893	9.0
Nuc-5206464-chr9_33264302_33264466_stddev=19.585389962929	11.0
Nuc-164828-chr1_44632215_44632379_stddev=20.69269194667528	35.0
Nuc-1030977-chr11_67504947_67505111_stddev=17.3499508342488	17.0
Nuc-1202890-chr12_26122776_26122940_stddev=24.405586513362557	1.0
Nuc-2158436-chr17_58083665_58083829_stddev=21.230873745562146	3.0
Nuc-2770712-chr2_128318455_128318619_stddev=10.03327796219494	0.0
Nuc-3054395-chr20_50112737_50112901_stddev=24.259018941416407	13.0
Nuc-3560064-chr3_179653286_179653450_stddev=18.43965382899943	14.0
Nuc-3574559-chr3_186108678_186108842_stddev=21.435586649308203	5.0
Nuc-3592119-chr3_195909340_195909504_stddev=21.038283556412107	0.0
Nuc-5601969-chrX_154490218_154490382_stddev=9.950376877284599	30.0
Nuc-946047-chr11_19713059_19713223_stddev=12.29844301853987	91.0
Nuc-1049267-chr11_73376647_73376811_stddev=8.454843286542927	0.0
Nuc-1767661-chr15_74956358_74956522_stddev=11.84271928232701	0.0
Nuc-3245345-chr22_37560735_37560899_stddev=26.99130623450629	0.0
Nuc-3933420-chr5_37839096_37839260_stddev=17.87028088127073	179.0
Nuc-4646195-chr7_43758942_43759106_stddev=12.724375121090318	10.0
Nuc-5349744-chr9_128771507_128771671_stddev=24.29305444630349	54.0
Nuc-495528-chr1_201399367_201399531_stddev=22.3	0.0
Nuc-2139996-chr17_49495542_49495706_stddev=17.212334612420168	36.0
Nuc-2182392-chr17_66191717_66191881_stddev=16.54287359157008	9.0
Nuc-3146406-chr21_36320459_36320623_stddev=13.70303444371577	3.0
Nuc-4408165-chr6_105402675_105402839_stddev=18.286879785769056	15.0
Nuc-4755762-chr7_98211679_98211843_stddev=12.628712325490671	45.0
Nuc-5182586-chr8_143369116_143369280_stddev=21.794754824693044	6.0
Nuc-5515221-chrX_44873442_44873606_stddev=20.586463249810603	1.0
Nuc-1235733-chr12_45729317_45729481_stddev=17.47762728808753	0.0
Nuc-1569942-chr14_57390844_57391008_stddev=22.02873818725097	0.0
Nuc-1732713-chr15_63122107_63122271_stddev=16.619712505034496	2.0
Nuc-3035027-chr20_43667360_43667524_stddev=12.328828005937952	16.0
Nuc-3173631-chr21_44940260_44940424_stddev=16.158591307599156	4.0
Nuc-3248700-chr22_38700521_38700685_stddev=20.467453839368165	0.0
Nuc-5492802-chrX_15854393_15854557_stddev=9.878076173470665	0.0
Nuc-1233099-chr12_43836327_43836491_stddev=22.56432494737165	34.0
Nuc-2365517-chr19_3028852_3029016_stddev=17.405746177627663	8.0
Nuc-3364697-chr3_39107498_39107662_stddev=20.595812681222366	7.0
Nuc-255997-chr1_89525116_89525280_stddev=19.314243448812594	12.0
Nuc-1969150-chr16_67842554_67842718_stddev=15.89219882429975	17.0
Nuc-5204476-chr9_27573018_27573182_stddev=20.575396442730092	3.0
Nuc-2069299-chr17_19237618_19237782_stddev=15.847412907719942	7.0
Nuc-2132931-chr17_47531430_47531594_stddev=24.480531017360846	30.0
Nuc-2352065-chr18_76823165_76823329_stddev=20.694202086574876	4.0
Nuc-3924697-chr5_34656607_34656771_stddev=17.029386365926403	2.0
Nuc-4296820-chr6_37170462_37170626_stddev=24.250539017912153	7.0
Nuc-4212218-chr6_5260758_5260922_stddev=15.601139559517938	12.0
Nuc-4787594-chr7_106660584_106660748_stddev=17.31629771823835	42.0
Nuc-5270790-chr9_93096471_93096635_stddev=18.562635280892327	1.0
Nuc-245096-chr1_84078220_84078384_stddev=16.005680809694358	26.0
Nuc-825326-chr10_86521362_86521526_stddev=20.454707568879957	0.0
Nuc-1512576-chr13_102800624_102800788_stddev=14.96732552373113	6.0
Nuc-1593929-chr14_73612786_73612950_stddev=16.605512806160355	5.0
Nuc-3615130-chr4_5051780_5051944_stddev=16.244657241348275	3.0
Nuc-268523-chr1_93908989_93909153_stddev=18.472530281474707	0.0
Nuc-1212573-chr12_30754359_30754523_stddev=21.73834298090716	41.0
Nuc-2056700-chr17_12789753_12789917_stddev=23.692474191889147	2.0
Nuc-3243917-chr22_37019025_37019189_stddev=12.277746354912027	25.0
Nuc-4594797-chr7_19117213_19117377_stddev=15.552777529717606	0.0
Nuc-83262-chr1_23168430_23168594_stddev=15.614110718024873	53.0
Nuc-1620089-chr14_96797639_96797803_stddev=13.376752221671746	2.0
Nuc-3041132-chr20_45812923_45813087_stddev=7.9833811759178825	74.0
Nuc-4559672-chr7_1044818_1044982_stddev=23.320307345613553	14.0
Nuc-4789234-chr7_107044979_107045143_stddev=21.168952913974003	4.0
Nuc-4926431-chr7_155298136_155298300_stddev=12.051322541530451	2.0
Nuc-585246-chr1_231241482_231241646_stddev=21.39309232189144	152.0
Nuc-840981-chr10_96513498_96513662_stddev=22.064839515780367	4.0
Nuc-1635560-chr14_104986052_104986216_stddev=23.200105559225022	2.0
Nuc-2926450-chr2_219543400_219543564_stddev=26.512051766864232	0.0
Nuc-3232002-chr22_30289230_30289394_stddev=26.28416144481583	2.0
Nuc-4763393-chr7_100271791_100271955_stddev=12.726268990535319	7.0
Nuc-1177733-chr12_6944075_6944239_stddev=23.381578750205705	45.0
Nuc-1848020-chr16_4350872_4351036_stddev=19.126043907602938	9.0
Nuc-2931922-chr2_226799421_226799585_stddev=11.708394646163555	3.0
Nuc-3606555-chr4_2241697_2241861_stddev=16.87347876741147	19.0
Nuc-4065768-chr5_115296195_115296359_stddev=22.017475576669337	23.0
Nuc-4420020-chr6_109455311_109455475_stddev=22.11146007541489	22.0
Nuc-5190310-chr9_2621833_2621997_stddev=19.117426461556786	4.0
Nuc-54408-chr1_15617701_15617865_stddev=11.513966674062791	3.0
Nuc-2042505-chr17_4142598_4142762_stddev=18.873217720024268	3.0
Nuc-2912956-chr2_207711902_207712066_stddev=16.18385491047524	2.0
Nuc-2679012-chr2_80304280_80304444_stddev=9.680392554023829	41.0
Nuc-1213829-chr12_31325701_31325865_stddev=18.607794065928395	58.0
Nuc-1865926-chr16_11586496_11586660_stddev=21.139746660943903	0.0
Nuc-2382822-chr19_8209635_8209799_stddev=23.466867655292653	2.0
Nuc-2948309-chr2_238288365_238288529_stddev=14.75262688472802	5.0
Nuc-3361076-chr3_38039450_38039614_stddev=22.138070892141545	19.0
Nuc-3868612-chr5_612601_612765_stddev=12.065663964887314	1.0
Nuc-4264713-chr6_24494886_24495050_stddev=10.945775440780796	1.0
Nuc-5349429-chr9_128689519_128689683_stddev=12.065377463359084	7.0
Nuc-5212189-chr9_35748796_35748960_stddev=20.848261318392957	67.0
Nuc-777847-chr10_69451734_69451898_stddev=17.345778537092283	66.0
Nuc-2417369-chr19_19033093_19033257_stddev=10.030355162772555	13.0
Nuc-2912764-chr2_207624829_207624993_stddev=15.968719422671311	26.0
Nuc-4908802-chr7_150369087_150369251_stddev=22.88138229990993	12.0
Nuc-4943069-chr8_1764395_1764559_stddev=18.864545946033264	14.0
Nuc-377431-chr1_155273057_155273221_stddev=23.83103789907059	15.0
Nuc-21375-chr1_6602444_6602608_stddev=19.16148819266879	2.0
Nuc-2411832-chr19_17555902_17556066_stddev=16.624685419257	6.0
Nuc-2465631-chr19_41226515_41226679_stddev=14.663623434787628	79.0
Nuc-3072870-chr20_58228224_58228388_stddev=20.41592515660263	32.0
Nuc-5543188-chrX_72713880_72714044_stddev=19.5	34.0
Nuc-2801879-chr2_148645016_148645180_stddev=10.132153842965092	155.0
Nuc-2657610-chr2_69643298_69643462_stddev=20.17575833741562	31.0
Nuc-4017506-chr5_80488262_80488426_stddev=23.617907518566405	33.0
Nuc-5180708-chr8_142669543_142669707_stddev=23.133069162756783	2.0
Nuc-409495-chr1_166839982_166840146_stddev=18.084424237448093	60.0
Nuc-2084722-chr17_29179955_29180119_stddev=22.86467555924973	0.0
Nuc-2722930-chr2_102143013_102143177_stddev=24.969241433241002	50.0
Nuc-2638608-chr2_62196392_62196556_stddev=17.824577289673815	4.0
Nuc-3006302-chr20_33490412_33490576_stddev=14.7634407803015	1.0
Nuc-3156961-chr21_39313176_39313340_stddev=18.439088914585774	0.0
Nuc-4891666-chr7_143381576_143381740_stddev=22.51445816461682	5.0
Nuc-1551933-chr14_35808789_35808953_stddev=22.660475821598446	36.0
Nuc-1931324-chr16_46830758_46830922_stddev=18.71032840141746	1.0
Nuc-3476384-chr3_129121370_129121534_stddev=21.26470079733077	9.0
Nuc-3780001-chr4_121951578_121951742_stddev=22.640149930795268	2.0
Nuc-4503443-chr6_150143310_150143474_stddev=18.00184230934746	14.0
Nuc-4322002-chr6_44265119_44265283_stddev=24.85200997907413	28.0
Nuc-2159951-chr17_58531632_58531796_stddev=19.504807099789527	17.0
Nuc-2240451-chr18_2907072_2907236_stddev=27.445195468884158	18.0
Nuc-2926697-chr2_219627899_219628063_stddev=20.994654324472258	0.0
Nuc-3351972-chr3_33717815_33717979_stddev=19.89051666149536	10.0
Nuc-3777679-chr4_119628595_119628759_stddev=10.458128368861793	21.0
Nuc-4281260-chr6_32972467_32972631_stddev=18.672618098881223	29.0
Nuc-5344-chr1_1574430_1574594_stddev=17.438326699980077	2.0
Nuc-678495-chr10_22714173_22714337_stddev=25.364295771812788	38.0
Nuc-1016425-chr11_63671251_63671415_stddev=24.932470779558805	14.0
Nuc-1059649-chr11_76380689_76380853_stddev=15.47932088303618	3.0
Nuc-1271695-chr12_57006089_57006253_stddev=11.995415791042843	3.0
Nuc-1841716-chr16_2475398_2475562_stddev=23.289657860632175	1.0
Nuc-4554133-chr6_169702447_169702611_stddev=22.479923015337715	11.0
Nuc-347053-chr1_145823553_145823717_stddev=28.01774585580069	105.0
Nuc-2956059-chr20_408361_408525_stddev=18.282077972703213	8.0
Nuc-3201616-chr22_19760782_19760946_stddev=11.866605518454392	1.0
Nuc-4998626-chr8_30657782_30657946_stddev=14.542084521217108	10.0
Nuc-800498-chr10_75235593_75235757_stddev=18.370112549958858	11.0
Nuc-2111897-chr17_40063163_40063327_stddev=17.823217774485467	11.0
Nuc-3947614-chr5_43556405_43556569_stddev=15.428558067441172	28.0
Nuc-4449592-chr6_128520157_128520321_stddev=12.016261171611522	9.0
Nuc-2510643-chr19_57708757_57708921_stddev=9.484681527255905	35.0
Nuc-2529387-chr2_9207077_9207241_stddev=16.610123231680923	1.0
Nuc-3294612-chr3_9397890_9398054_stddev=17.308186887520407	10.0
Nuc-3925737-chr5_34929877_34930041_stddev=7.098947931094795	4.0
Nuc-4765021-chr7_100656024_100656188_stddev=25.694646207916545	23.0
Nuc-1560292-chr14_50231141_50231305_stddev=28.93335253455584	2.0
Nuc-2644340-chr2_64454795_64454959_stddev=19.234100376257544	2.0
Nuc-3249850-chr22_39152115_39152279_stddev=19.781050043625143	17.0
Nuc-3533374-chr3_160565126_160565290_stddev=17.499382094874726	5.0
Nuc-3716773-chr4_77157513_77157677_stddev=16.038703189472642	12.0
Nuc-4380105-chr6_83430627_83430791_stddev=19.2329229563212	53.0
Nuc-3381869-chr3_44477227_44477391_stddev=21.090413830827394	103.0
Nuc-367933-chr1_151993410_151993574_stddev=22.64155471693585	9.0
Nuc-244892-chr1_83998702_83998866_stddev=20.877463464837476	11.0
Nuc-2050030-chr17_7704732_7704896_stddev=20.565971498411383	39.0
Nuc-2501179-chr19_52398125_52398289_stddev=9.3571125650788	75.0
Nuc-393799-chr1_161038503_161038667_stddev=17.078901864256053	90.0
Nuc-701854-chr10_32957784_32957948_stddev=24.91318258807306	0.0
Nuc-984794-chr11_46347824_46347988_stddev=15.81089418723685	3.0
Nuc-1056684-chr11_75525475_75525639_stddev=19.16358670905725	1.0
Nuc-1840755-chr16_2196320_2196484_stddev=13.483529046787252	0.0
Nuc-3247517-chr22_38272565_38272729_stddev=22.781123585915047	0.0
Nuc-1402996-chr12_123150362_123150526_stddev=14.573591690449723	4.0
Nuc-2061434-chr17_16000100_16000264_stddev=13.215057892496757	1.0
Nuc-2815400-chr2_156342060_156342224_stddev=18.97439592796105	19.0
Nuc-5251366-chr9_76393975_76394139_stddev=24.764194033371023	2.0
Nuc-5585139-chrX_135422234_135422398_stddev=21.46625258399798	0.0
Nuc-1184885-chr12_11649179_11649343_stddev=12.931647226861704	44.0
Nuc-1760145-chr15_72474608_72474772_stddev=20.88516219711975	3.0
Nuc-3083352-chr20_62642765_62642929_stddev=21.396391180653705	0.0
Nuc-3970773-chr5_57174135_57174299_stddev=18.263990071540594	47.0
Nuc-4911309-chr7_151048807_151048971_stddev=18.99189410044431	77.0
Nuc-2370393-chr19_4400087_4400251_stddev=13.726252219743014	0.0
Nuc-2754872-chr2_119224115_119224279_stddev=23.16483056273022	4.0
Nuc-3592752-chr3_196081645_196081809_stddev=22.31442568720961	4.0
Nuc-4489963-chr6_145734779_145734943_stddev=23.813582987317922	41.0
Nuc-4400496-chr6_98947498_98947662_stddev=13.944774914097547	0.0
Nuc-4650948-chr7_45088491_45088655_stddev=12.992933715316655	33.0
Nuc-227902-chr1_67685486_67685650_stddev=18.235767323492126	32.0
Nuc-860990-chr10_110008257_110008421_stddev=13.275329562764158	0.0
Nuc-4016170-chr5_79990777_79990941_stddev=10.515861036231572	61.0
Nuc-1150270-chr11_126212054_126212218_stddev=14.054558415151218	115.0
Nuc-1176380-chr12_6534798_6534962_stddev=20.91381732496583	14.0
Nuc-3790820-chr4_128061594_128061758_stddev=13.672508913875317	0.0
Nuc-4574184-chr7_6058719_6058883_stddev=19.61292091114087	37.0
Nuc-569786-chr1_226870897_226871061_stddev=27.049337638224465	2.0
Nuc-2358161-chr19_917611_917775_stddev=18.160549428790848	1.0
Nuc-2688629-chr2_86441658_86441822_stddev=25.52599437610392	2.0
Nuc-4841103-chr7_128830690_128830854_stddev=16.869518225524114	37.0
Nuc-5253914-chr9_78236376_78236540_stddev=16.62077013859466	12.0
Nuc-1341832-chr12_101877863_101878027_stddev=22.62285569949117	67.0
Nuc-1178445-chr12_7189995_7190159_stddev=15.344948863430655	19.0
Nuc-4523435-chr6_157982155_157982319_stddev=16.494216307470722	11.0
Nuc-673409-chr10_21173645_21173809_stddev=20.419598428960352	11.0
Nuc-1833921-chr16_138220_138384_stddev=18.186411469286007	2.0
Nuc-2774826-chr2_130356341_130356505_stddev=19.694145703736428	5.0
Nuc-4281432-chr6_33288775_33288939_stddev=26.427413102029227	9.0
Nuc-648111-chr10_8053876_8054040_stddev=20.145951826607746	91.0
Nuc-2474688-chr19_44748980_44749144_stddev=20.912841480188916	14.0
Nuc-3003357-chr20_32584632_32584796_stddev=22.320892057044276	10.0
Nuc-4189667-chr5_179806444_179806608_stddev=21.279332696304177	0.0
Nuc-4840934-chr7_128791747_128791911_stddev=18.157325150821446	11.0
Nuc-1357000-chr12_108129644_108129808_stddev=25.294826641976524	40.0
Nuc-2145973-chr17_51120416_51120580_stddev=13.81362828986694	35.0
Nuc-2483775-chr19_47230742_47230906_stddev=18.284730267267975	1.0
Nuc-5161375-chr8_131904381_131904545_stddev=13.462540622037134	8.0
Nuc-5511535-chrX_41085636_41085800_stddev=23.97762031546164	5.0
Nuc-2739257-chr2_110677609_110677773_stddev=19.6596032513375	69.0
Nuc-3588420-chr3_194632971_194633135_stddev=10.85672658358525	10.0
Nuc-383067-chr1_156751219_156751383_stddev=20.623940912820473	5.0
Nuc-1020678-chr11_64802728_64802892_stddev=13.263422158211611	5.0
Nuc-1274913-chr12_57846259_57846423_stddev=18.786876950736918	8.0
Nuc-2356628-chr19_408700_408864_stddev=8.171011693711216	4.0
Nuc-3507041-chr3_147393419_147393583_stddev=25.215185019260826	5.0
Nuc-4173759-chr5_173888632_173888796_stddev=4.7549316504025585	26.0
Nuc-4467044-chr6_136822856_136823020_stddev=18.211378887598116	36.0
Nuc-2224176-chr17_81512344_81512508_stddev=21.7924235050217	11.0
Nuc-2718421-chr2_100417195_100417359_stddev=21.915855199860996	34.0
Nuc-3825715-chr4_153788614_153788778_stddev=20.132891827388665	26.0
Nuc-5591260-chrX_147912237_147912401_stddev=22.001126943337685	13.0
Nuc-844144-chr10_97771546_97771710_stddev=22.417850030723287	7.0
Nuc-1252658-chr12_51083141_51083305_stddev=16.772350115444816	7.0
Nuc-3199003-chr22_19178309_19178473_stddev=18.13792642503547	0.0
Nuc-5143657-chr8_124475171_124475335_stddev=26.7120892909131	26.0
Nuc-5308557-chr9_111897095_111897259_stddev=10.731097920764398	2.0
Nuc-1636871-chr14_105491549_105491713_stddev=13.997427543635839	6.0
Nuc-2127830-chr17_45132061_45132225_stddev=20.760047972890977	12.0
Nuc-2364868-chr19_2820252_2820416_stddev=27.611569320315326	34.0
Nuc-2603020-chr2_43226159_43226323_stddev=18.140185405078203	34.0
Nuc-2596276-chr2_39436823_39436987_stddev=20.869859137238166	7.0
Nuc-4281453-chr6_33298482_33298646_stddev=22.28255812724865	2.0
Nuc-5099020-chr8_97644477_97644641_stddev=16.576357358258722	9.0
Nuc-2963202-chr20_3238732_3238896_stddev=20.645150089602694	9.0
Nuc-4639888-chr7_39950090_39950254_stddev=17.92852751247107	19.0
Nuc-5378321-chr9_137189037_137189201_stddev=18.14238666139674	38.0
Nuc-5250174-chr9_74952410_74952574_stddev=12.979566086833149	7.0
Nuc-4183932-chr5_177600437_177600601_stddev=23.422811513000607	23.0
Nuc-705706-chr10_34814840_34815004_stddev=8.421020142887295	0.0
Nuc-2041349-chr17_3695652_3695816_stddev=19.981241202688086	34.0
Nuc-2389600-chr19_10544198_10544362_stddev=22.403341764616773	4.0
Nuc-3043990-chr20_46709928_46710092_stddev=17.233978066598553	15.0
Nuc-4725067-chr7_83162420_83162584_stddev=15.830646701888082	25.0
Nuc-1391362-chr12_119989513_119989677_stddev=12.175724368138797	1.0
Nuc-1666340-chr15_34209580_34209744_stddev=19.539589441837194	29.0
Nuc-608844-chr1_241639877_241640041_stddev=20.247222766201784	52.0
Nuc-2155021-chr17_57085544_57085708_stddev=21.026144806694802	0.0
Nuc-2224616-chr17_81636641_81636805_stddev=15.532135394622902	38.0
Nuc-2368560-chr19_3880879_3881043_stddev=25.10132245298819	29.0
Nuc-3049940-chr20_48827493_48827657_stddev=18.770491760919466	4.0
Nuc-149622-chr1_40477581_40477745_stddev=21.613132581835522	68.0
Nuc-1008931-chr11_61429509_61429673_stddev=27.73666010985437	12.0
Nuc-3739529-chr4_88007936_88008100_stddev=14.41700384962146	0.0
Nuc-847972-chr10_100009474_100009638_stddev=9.5865996350105	43.0
Nuc-1001495-chr11_58579508_58579672_stddev=13.451538110975282	7.0
Nuc-1048376-chr11_73141814_73141978_stddev=22.552947598101632	11.0
Nuc-3476787-chr3_129279273_129279437_stddev=12.661792434498402	5.0
Nuc-4268126-chr6_25726096_25726260_stddev=13.334259227111286	126.0
Nuc-1010641-chr11_61891101_61891265_stddev=13.576356665816506	10.0
Nuc-895397-chr11_833272_833436_stddev=18.561272406096876	1.0
Nuc-2459458-chr19_39342791_39342955_stddev=15.247616073287238	1.0
Nuc-3206998-chr22_20965409_20965573_stddev=23.69988132881682	59.0
Nuc-3663272-chr4_39977403_39977567_stddev=15.106425177144096	1.0
Nuc-21161-chr1_6554064_6554228_stddev=27.344726585251507	2.0
Nuc-1258892-chr12_53047681_53047845_stddev=14.771732519669214	2.0
Nuc-2937362-chr2_231529967_231530131_stddev=18.90913947157711	11.0
Nuc-2685950-chr2_85602197_85602361_stddev=22.46796225398211	44.0
Nuc-3816654-chr4_150078741_150078905_stddev=12.64265536562148	3.0
Nuc-1840862-chr16_2223962_2224126_stddev=18.113789636627672	20.0
Nuc-3903869-chr5_17491297_17491461_stddev=13.12202347201071	89.0
Nuc-4100786-chr5_135398756_135398920_stddev=18.516462270099005	3.0
Nuc-1255343-chr12_51952019_51952183_stddev=25.277130638846913	22.0
Nuc-1876713-chr16_15949932_15950096_stddev=26.018923402016465	7.0
Nuc-2062252-chr17_16352975_16353139_stddev=13.42158295019216	0.0
Nuc-4108032-chr5_138465788_138465952_stddev=14.542327528316381	6.0
Nuc-5485209-chrX_9465475_9465639_stddev=19.709698684206774	0.0
Nuc-1425358-chr12_133037822_133037986_stddev=19.164811504421326	25.0
Nuc-1455206-chr13_40666163_40666327_stddev=20.351596988934308	0.0
Nuc-1658882-chr15_28737616_28737780_stddev=9.684367932318594	3.0
Nuc-2956240-chr20_462044_462208_stddev=25.317574762143682	0.0
Nuc-5006766-chr8_37899018_37899182_stddev=23.18943725061046	2.0
Nuc-1613781-chr14_91835988_91836152_stddev=26.37385536688901	7.0
Nuc-2061879-chr17_16215049_16215213_stddev=17.77091881573813	0.0
Nuc-1360741-chr12_109309589_109309753_stddev=21.397648819438082	41.0
Nuc-1455464-chr13_40789908_40790072_stddev=23.72289000531094	22.0
Nuc-2062322-chr17_16381403_16381567_stddev=15.925848582139176	28.0
Nuc-2684285-chr2_85133781_85133945_stddev=17.03284972697386	3.0
Nuc-3541244-chr3_170038306_170038470_stddev=24.392621835300936	69.0
Nuc-5542223-chrX_72132048_72132212_stddev=9.46778162448252	1.0
Nuc-2523810-chr2_6865199_6865363_stddev=22.503223363073904	0.0
Nuc-5582839-chrX_133985425_133985589_stddev=15.451860729374957	9.0
Nuc-1018862-chr11_64305886_64306050_stddev=19.405056377597862	7.0
Nuc-2552058-chr2_20012213_20012377_stddev=23.70382023535447	25.0
Nuc-2557106-chr2_23385502_23385666_stddev=21.9472912622492	2.0
Nuc-3088318-chr20_64256109_64256273_stddev=21.79449471770337	20.0
Nuc-3477771-chr3_129606198_129606362_stddev=11.736694594305503	2.0
Nuc-5203733-chr9_20684603_20684767_stddev=20.0463748058631	32.0
Nuc-197132-chr1_54405912_54406076_stddev=26.542226657128207	3.0
Nuc-1386604-chr12_118060630_118060794_stddev=25.163907133476357	5.0
Nuc-1215738-chr12_31959740_31959904_stddev=14.730389506051766	17.0
Nuc-1563854-chr14_52950569_52950733_stddev=18.822321141583465	9.0
Nuc-4183284-chr5_177427041_177427205_stddev=20.510929400006987	7.0
Nuc-42822-chr1_12167306_12167470_stddev=21.385671342642254	2.0
Nuc-1564163-chr14_53152774_53152938_stddev=18.332111894994867	0.0
Nuc-3401550-chr3_50291889_50292053_stddev=16.579773487261185	17.0
Nuc-4978748-chr8_22367603_22367767_stddev=12.367699866992245	5.0
Nuc-1625534-chr14_100586613_100586777_stddev=14.906511383709235	10.0
Nuc-1850370-chr16_5097312_5097476_stddev=19.63771880845634	20.0
Nuc-2137415-chr17_48728249_48728413_stddev=27.715022081528133	63.0
Nuc-2416892-chr19_18895665_18895829_stddev=15.81400772216475	1.0
Nuc-3004291-chr20_32820280_32820444_stddev=22.02839077191069	25.0
Nuc-73162-chr1_20633800_20633964_stddev=19.5359662990791	9.0
Nuc-2878307-chr2_181892144_181892308_stddev=21.023161830070507	3.0
Nuc-3087945-chr20_64063455_64063619_stddev=18.687161368169324	4.0
Nuc-1397289-chr12_121626869_121627033_stddev=16.82992980960176	3.0
Nuc-1164946-chr12_460460_460624_stddev=17.327723451163457	1.0
Nuc-5365554-chr9_133148747_133148911_stddev=21.495621144667155	13.0
Nuc-1009775-chr11_61680752_61680916_stddev=16.21782203254463	76.0
Nuc-1484192-chr13_76885915_76886079_stddev=17.583728273605686	2.0
Nuc-3256636-chr22_41543991_41544155_stddev=22.24727346149609	22.0
Nuc-4280424-chr6_31702821_31702985_stddev=19.2971543313841	20.0
Nuc-5183293-chr8_143598154_143598318_stddev=25.996821166131095	3.0
Nuc-5503407-chrX_30888928_30889092_stddev=13.548267621934382	0.0
Nuc-1624730-chr14_100305974_100306138_stddev=16.877711422380195	3.0
Nuc-2467148-chr19_41860579_41860743_stddev=27.138260944662456	30.0
Nuc-3259392-chr22_42648856_42649020_stddev=22.3972400897156	35.0
Nuc-96983-chr1_26530087_26530251_stddev=19.69981827928081	26.0
Nuc-2600677-chr2_42568976_42569140_stddev=23.58869629288113	8.0
Nuc-3091633-chr21_6498759_6498923_stddev=6.499607523472757	4.0
Nuc-4650060-chr7_44847590_44847754_stddev=15.625109417899436	62.0
Nuc-161227-chr1_43707870_43708034_stddev=21.593749095513733	28.0
Nuc-2052016-chr17_8436215_8436379_stddev=21.096394271051853	13.0
Nuc-361098-chr1_150150477_150150641_stddev=15.768322675541617	2.0
Nuc-2032212-chr16_90018973_90019137_stddev=13.264143394882309	0.0
Nuc-2104848-chr17_36938752_36938916_stddev=8.383657572069263	31.0
Nuc-2380472-chr19_7516440_7516604_stddev=15.173822786601393	6.0
Nuc-5116910-chr8_104588765_104588929_stddev=22.15232102944693	21.0
Nuc-501891-chr1_202957796_202957960_stddev=20.102404499628065	29.0
Nuc-843978-chr10_97714008_97714172_stddev=20.40256020233533	17.0
Nuc-2971771-chr20_9069057_9069221_stddev=22.49591331114341	14.0
Nuc-3596223-chr3_197029348_197029512_stddev=18.46825354192672	5.0
Nuc-4201515-chr6_2245088_2245252_stddev=23.407624772858206	15.0
Nuc-311346-chr1_115642306_115642470_stddev=18.967421685602105	2.0
Nuc-233899-chr1_71047319_71047483_stddev=14.581928989719588	16.0
Nuc-3074872-chr20_58891727_58891891_stddev=21.03069185737835	2.0
Nuc-3730550-chr4_83284293_83284457_stddev=21.64943936576813	35.0
Nuc-4998862-chr8_30727336_30727500_stddev=5.1227155428417035	35.0
Nuc-5601601-chrX_154379743_154379907_stddev=14.7634407803015	3.0
Nuc-1636632-chr14_105398914_105399078_stddev=19.551161957395205	7.0
Nuc-1845054-chr16_3458419_3458583_stddev=16.867127793433	28.0
Nuc-2004831-chr16_81445318_81445482_stddev=27.06307447427214	24.0
Nuc-2133493-chr17_47694393_47694557_stddev=14.66372024276325	5.0
Nuc-3407636-chr3_53161543_53161707_stddev=14.819223157777198	12.0
Nuc-1555995-chr14_39431665_39431829_stddev=13.147599590799835	9.0
Nuc-2070590-chr17_19977316_19977480_stddev=20.205025502472285	42.0
Nuc-4118203-chr5_141877911_141878075_stddev=20.774744282421384	17.0
Nuc-98799-chr1_26959969_26960133_stddev=23.247792019781443	22.0
Nuc-1471611-chr13_51222698_51222862_stddev=11.680218319877417	5.0
Nuc-2482039-chr19_46788098_46788262_stddev=18.518484172722218	65.0
Nuc-3273649-chr22_50481883_50482047_stddev=14.771732519669216	8.0
Nuc-5216791-chr9_37575870_37576034_stddev=25.090579707982926	77.0
Nuc-565682-chr1_225810450_225810614_stddev=15.453203948933522	32.0
Nuc-891800-chr10_133276370_133276534_stddev=17.39340714882791	24.0
Nuc-1170627-chr12_3077714_3077878_stddev=21.55959940561541	12.0
Nuc-3542448-chr3_170419195_170419359_stddev=16.14517471774978	82.0
Nuc-3542448-chr3_170419195_170419359_stddev=16.14517471774978	82.0
Nuc-5183857-chr8_143877970_143878134_stddev=19.19709915651253	3.0
Nuc-969302-chr11_35944401_35944565_stddev=14.45683229480096	14.0
Nuc-2629422-chr2_58047034_58047198_stddev=22.89628790874189	17.0
Nuc-3331537-chr3_23203449_23203613_stddev=16.04242422453664	14.0
Nuc-5595743-chrX_151974179_151974343_stddev=19.53824596926642	11.0
Nuc-38408-chr1_11059511_11059675_stddev=15.768251491590334	3.0
