	BNase_NoOverlap_midpoint_combined.cdt
Nuc-1021139-chr11_64916858_64917022_stddev=17.890271969799365	174.0
Nuc-1175957-chr12_6384356_6384520_stddev=22.476022727189438	101.0
Nuc-5554348-chrX_103092794_103092958_stddev=13.693063937629153	50.0
Nuc-1244213-chr12_48788712_48788876_stddev=18.402148060876964	54.0
Nuc-2415952-chr19_18637227_18637391_stddev=15.01110699893027	46.0
Nuc-371906-chr1_153680489_153680653_stddev=21.942366682318063	97.0
Nuc-829427-chr10_88880900_88881064_stddev=8.798948096409353	41.0
Nuc-5602162-chrX_154546488_154546652_stddev=11.38599278754532	105.0
Nuc-5492146-chrX_15524475_15524639_stddev=18.732028424302822	66.0
Nuc-3257325-chr22_41781562_41781726_stddev=12.110601416389967	64.0
Nuc-5313556-chr9_113410945_113411109_stddev=12.048717675883028	151.0
Nuc-394146-chr1_161132226_161132390_stddev=20.181277229582967	104.0
Nuc-1193951-chr12_21635604_21635768_stddev=22.191089302790985	48.0
Nuc-2039509-chr17_2511502_2511666_stddev=22.07776030307422	117.0
Nuc-2085115-chr17_29293763_29293927_stddev=19.377286300633827	118.0
Nuc-392619-chr1_160646382_160646546_stddev=15.193414486217376	106.0
Nuc-1713516-chr15_55408631_55408795_stddev=24.66891881610452	134.0
Nuc-2609384-chr2_45610884_45611048_stddev=20.814154437384925	126.0
Nuc-5047794-chr8_61056350_61056514_stddev=20.148935253177388	114.0
Nuc-5212190-chr9_35749530_35749694_stddev=14.962211353775261	78.0
Nuc-1965176-chr16_66800892_66801056_stddev=22.459073890078372	37.0
Nuc-2791494-chr2_142877866_142878030_stddev=24.80199364746489	39.0
Nuc-3400205-chr3_49806002_49806166_stddev=22.760133317690677	105.0
Nuc-4316858-chr6_43021816_43021980_stddev=19.91993486420211	183.0
Nuc-468814-chr1_186679981_186680145_stddev=26.23398982660133	37.0
Nuc-3444743-chr3_100261196_100261360_stddev=13.820636743652587	90.0
Nuc-3567451-chr3_183824062_183824226_stddev=22.8656840302852	46.0
Nuc-5599407-chrX_153687399_153687563_stddev=24.436074729362332	122.0
Nuc-1161302-chr11_133945434_133945598_stddev=17.396524171639516	70.0
Nuc-963143-chr11_33870192_33870356_stddev=14.55154630958511	154.0
Nuc-2503007-chr19_53158688_53158852_stddev=16.81046447830432	66.0
Nuc-2925835-chr2_219331330_219331494_stddev=19.760677493446423	48.0
Nuc-1668305-chr15_34795114_34795278_stddev=19.732231164912957	74.0
Nuc-2451753-chr19_36140326_36140490_stddev=12.517916154539101	161.0
Nuc-4072627-chr5_120464503_120464667_stddev=9.926616891373076	128.0
Nuc-5212213-chr9_35756782_35756946_stddev=19.063114744185956	87.0
Nuc-5252804-chr9_77647198_77647362_stddev=25.722000345524215	39.0
Nuc-628554-chr10_329551_329715_stddev=17.86272440242314	64.0
Nuc-2451287-chr19_36008802_36008966_stddev=14.479871085982314	44.0
Nuc-2374737-chr19_5680137_5680301_stddev=25.328676201776332	208.0
Nuc-5518902-chrX_47837145_47837309_stddev=24.854142412518044	49.0
Nuc-1180224-chr12_8138091_8138255_stddev=20.88562145767919	65.0
Nuc-1844152-chr16_3135380_3135544_stddev=24.764570471083964	134.0
Nuc-2473664-chr19_44401231_44401395_stddev=14.194519188757328	46.0
Nuc-122161-chr1_32901023_32901187_stddev=12.655575065832195	96.0
Nuc-1459205-chr13_43023796_43023960_stddev=13.321870072261712	41.0
Nuc-3476454-chr3_129160693_129160857_stddev=21.439504279483703	90.0
Nuc-1876096-chr16_15642250_15642414_stddev=17.91116969938033	62.0
Nuc-2510138-chr19_57393519_57393683_stddev=15.664857327854627	28.0
Nuc-2972864-chr20_10434877_10435041_stddev=10.75592859775482	91.0
Nuc-3316588-chr3_15521383_15521547_stddev=19.422384635860514	160.0
Nuc-1349696-chr12_105084199_105084363_stddev=15.418443341068137	38.0
Nuc-2114378-chr17_40818598_40818762_stddev=20.653605703882036	60.0
Nuc-2463921-chr19_40717308_40717472_stddev=13.58437143898422	110.0
Nuc-2506106-chr19_55340088_55340252_stddev=19.354844354837887	112.0
Nuc-3640856-chr4_20543491_20543655_stddev=15.13478537657742	22.0
Nuc-235683-chr1_74733479_74733643_stddev=14.564988461680596	103.0
Nuc-913938-chr11_7987544_7987708_stddev=19.687797616798075	87.0
Nuc-1612943-chr14_91253066_91253230_stddev=19.90016404268115	76.0
Nuc-4279950-chr6_30914548_30914712_stddev=9.689929661360049	66.0
Nuc-2413807-chr19_18097984_18098148_stddev=21.590625851367523	139.0
Nuc-3455462-chr3_113695825_113695989_stddev=16.21249998332591	140.0
Nuc-2114547-chr17_40884855_40885019_stddev=8.813255322964103	35.0
Nuc-2504849-chr19_54222659_54222823_stddev=13.856406460551018	12.0
Nuc-3441153-chr3_93973478_93973642_stddev=23.942114611516793	120.0
Nuc-3296047-chr3_9769574_9769738_stddev=26.79120578628355	86.0
Nuc-3773199-chr4_113762252_113762416_stddev=25.211294591908604	40.0
Nuc-4110555-chr5_139197920_139198084_stddev=14.818582928202009	173.0
Nuc-4154045-chr5_160418708_160418872_stddev=11.522149295406358	125.0
Nuc-4367540-chr6_73262830_73262994_stddev=18.919713411031246	142.0
Nuc-4433925-chr6_117573635_117573799_stddev=26.718720029222958	29.0
Nuc-2138175-chr17_48944444_48944608_stddev=7.9908802185157715	68.0
Nuc-2589688-chr2_37156593_37156757_stddev=25.104227178350307	83.0
Nuc-5105780-chr8_100150848_100151012_stddev=21.64277528927892	111.0
Nuc-4985092-chr8_25425284_25425448_stddev=3.4404555939406563	42.0
Nuc-4991353-chr8_27992304_27992468_stddev=18.179383927955314	68.0
Nuc-4993859-chr8_28890616_28890780_stddev=20.345242414109713	121.0
Nuc-2685991-chr2_85612339_85612503_stddev=18.170825212105502	139.0
Nuc-1362317-chr12_109833025_109833189_stddev=25.788369471527275	47.0
Nuc-1687342-chr15_42402084_42402248_stddev=13.3393215719541	61.0
Nuc-3068406-chr20_56525148_56525312_stddev=12.309644338891356	84.0
Nuc-3861896-chr4_186150395_186150559_stddev=13.397177874462965	26.0
Nuc-5597059-chrX_152733328_152733492_stddev=19.782847585753025	92.0
Nuc-92319-chr1_25429818_25429982_stddev=11.78246107096853	139.0
Nuc-1144645-chr11_124183060_124183224_stddev=20.18867916531216	106.0
Nuc-2255770-chr18_9137743_9137907_stddev=21.101606830449875	249.0
Nuc-2453497-chr19_37334858_37335022_stddev=10.718623460542352	26.0
Nuc-1175889-chr12_6362988_6363152_stddev=17.368198553323094	85.0
Nuc-2456134-chr19_38433906_38434070_stddev=13.681942682073899	179.0
Nuc-3425490-chr3_69200148_69200312_stddev=8.97063109386526	24.0
Nuc-505049-chr1_203769837_203770001_stddev=19.32959223818947	129.0
Nuc-2497990-chr19_51251825_51251989_stddev=16.37824513127847	101.0
Nuc-2510089-chr19_57363744_57363908_stddev=18.90693582318992	40.0
Nuc-3572118-chr3_185363353_185363517_stddev=17.48507329923936	227.0
Nuc-3599119-chr3_197959561_197959725_stddev=27.34193843205383	196.0
Nuc-1920000-chr16_30985434_30985598_stddev=18.921696864840055	154.0
Nuc-446898-chr1_179877422_179877586_stddev=13.083256384904185	76.0
Nuc-262604-chr1_91905936_91906100_stddev=13.362655186497104	73.0
Nuc-829531-chr10_88991647_88991811_stddev=18.64638034579366	56.0
Nuc-836192-chr10_93496849_93497013_stddev=14.28202826495406	110.0
Nuc-1954258-chr16_57486099_57486263_stddev=24.941459237359968	98.0
Nuc-2400813-chr19_14117374_14117538_stddev=14.901882958286826	64.0
Nuc-2672029-chr2_74548631_74548795_stddev=20.496064077263217	134.0
Nuc-3867253-chr5_169907_170071_stddev=21.117929400127284	64.0
Nuc-5307588-chr9_111525414_111525578_stddev=16.54307919910181	87.0
Nuc-784806-chr10_71319479_71319643_stddev=20.01248608801938	344.0
Nuc-908486-chr11_5596940_5597104_stddev=15.933581424564677	154.0
Nuc-1615228-chr14_92748252_92748416_stddev=20.543239553634784	55.0
Nuc-3487917-chr3_136751399_136751563_stddev=14.674240468703426	59.0
Nuc-2417481-chr19_19064213_19064377_stddev=13.47161367468649	79.0
Nuc-5597004-chrX_152714802_152714966_stddev=15.772619002692029	52.0
Nuc-131971-chr1_35883440_35883604_stddev=25.01904119156705	198.0
Nuc-1531613-chr14_21098762_21098926_stddev=24.573048462569755	102.0
Nuc-3087261-chr20_63861033_63861197_stddev=23.625681778652922	57.0
Nuc-1916079-chr16_29962324_29962488_stddev=21.544567003004232	151.0
Nuc-2976567-chr20_16572979_16573143_stddev=13.275541420220872	69.0
Nuc-3309093-chr3_13480532_13480696_stddev=9.498537899183338	33.0
Nuc-3242983-chr22_36481188_36481352_stddev=20.460348245817713	118.0
Nuc-3243707-chr22_36913850_36914014_stddev=18.703089465528297	27.0
Nuc-3104478-chr21_14210503_14210667_stddev=13.203534880225574	25.0
Nuc-688082-chr10_27241698_27241862_stddev=17.26781731409327	93.0
Nuc-1923240-chr16_32254441_32254605_stddev=17.36690458890127	62.0
Nuc-3085306-chr20_63236113_63236277_stddev=20.79459605074104	76.0
Nuc-5553843-chrX_102713089_102713253_stddev=11.94518731540029	73.0
Nuc-5573716-chrX_123960772_123960936_stddev=16.33891061240008	70.0
Nuc-156639-chr1_42465060_42465224_stddev=10.845325894135224	53.0
Nuc-1739118-chr15_64842133_64842297_stddev=21.342843954413446	148.0
Nuc-2492568-chr19_49666223_49666387_stddev=23.741486121666988	143.0
Nuc-2496626-chr19_50820681_50820845_stddev=22.655970640673896	201.0
Nuc-1873842-chr16_14632338_14632502_stddev=21.99628911189061	51.0
Nuc-2117109-chr17_42050206_42050370_stddev=10.813583760715039	89.0
Nuc-5530026-chrX_55717986_55718150_stddev=24.118013422099494	103.0
Nuc-4958144-chr8_10710951_10711115_stddev=14.246573052843269	109.0
Nuc-2204150-chr17_75754117_75754281_stddev=17.85049018934774	81.0
Nuc-3017904-chr20_36745675_36745839_stddev=18.084512345564075	127.0
Nuc-5133823-chr8_118111434_118111598_stddev=18.994091455083645	43.0
Nuc-1273351-chr12_57430255_57430419_stddev=16.77246420641748	104.0
Nuc-5592195-chrX_149533540_149533704_stddev=5.673402858955108	36.0
Nuc-5597124-chrX_152754149_152754313_stddev=20.243270486756828	102.0
Nuc-510547-chr1_205228189_205228353_stddev=18.684515276322024	150.0
Nuc-828597-chr10_87863117_87863281_stddev=27.00248687659455	89.0
Nuc-902785-chr11_3671035_3671199_stddev=21.771560923643097	154.0
Nuc-999615-chr11_57649518_57649682_stddev=16.245527377198737	94.0
Nuc-3612894-chr4_4247822_4247986_stddev=16.495416497685007	61.0
Nuc-3602423-chr4_932708_932872_stddev=16.09932748513009	162.0
Nuc-4456118-chr6_132763025_132763189_stddev=13.347658970770867	45.0
Nuc-2727885-chr2_105329297_105329461_stddev=13.209253385411305	63.0
Nuc-4281047-chr6_32153057_32153221_stddev=17.39926363384382	58.0
Nuc-916102-chr11_8910657_8910821_stddev=19.19269066598011	71.0
Nuc-2462464-chr19_40348929_40349093_stddev=15.966492692162824	201.0
Nuc-4180532-chr5_176644837_176645001_stddev=18.572451384058677	93.0
Nuc-5521897-chrX_49185980_49186144_stddev=12.885650934275692	73.0
Nuc-398457-chr1_162381948_162382112_stddev=23.726235606504527	162.0
Nuc-2448212-chr19_35142672_35142836_stddev=17.989479513555406	261.0
Nuc-2924197-chr2_218659950_218660114_stddev=13.428740289380729	135.0
Nuc-4561300-chr7_1569625_1569789_stddev=26.384648185335834	108.0
Nuc-4717168-chr7_77122612_77122776_stddev=19.5655288033667	97.0
Nuc-2212901-chr17_78187591_78187755_stddev=11.36542297964193	100.0
Nuc-3218469-chr22_24011649_24011813_stddev=16.957463122635872	62.0
Nuc-1171876-chr12_3872708_3872872_stddev=21.79768081445567	33.0
Nuc-2924924-chr2_218984931_218985095_stddev=21.293695959210694	58.0
Nuc-4766251-chr7_100966728_100966892_stddev=21.39459952625636	214.0
Nuc-4989811-chr8_27491413_27491577_stddev=15.620357298415986	161.0
Nuc-5319948-chr9_116687564_116687728_stddev=9.975278083317084	63.0
Nuc-2902412-chr2_200509666_200509830_stddev=21.99747460252856	63.0
Nuc-3454165-chr3_112640899_112641063_stddev=15.499470958713395	78.0
Nuc-78678-chr1_21981338_21981502_stddev=12.138654734998859	66.0
Nuc-1936160-chr16_48609787_48609951_stddev=17.313735359498985	85.0
Nuc-2375121-chr19_5785151_5785315_stddev=10.64116417503273	30.0
Nuc-5071952-chr8_80171158_80171322_stddev=13.394858051589134	85.0
Nuc-1024988-chr11_65918642_65918806_stddev=14.566877009749705	133.0
Nuc-1383126-chr12_116737626_116737790_stddev=22.071107512947158	148.0
Nuc-2372056-chr19_4867262_4867426_stddev=20.21277351126637	111.0
Nuc-4279447-chr6_30061534_30061698_stddev=15.83307899723059	49.0
Nuc-5283776-chr9_97696910_97697074_stddev=12.639224659764539	95.0
Nuc-5570543-chrX_120362324_120362488_stddev=4.100771455544949	31.0
Nuc-2980414-chr20_20053086_20053250_stddev=15.956658749523768	89.0
Nuc-5258797-chr9_86259109_86259273_stddev=17.731057498073824	78.0
Nuc-1024063-chr11_65662513_65662677_stddev=4.758034141206732	105.0
Nuc-1173222-chr12_4648641_4648805_stddev=11.478765020722038	291.0
Nuc-3991221-chr5_69332356_69332520_stddev=17.51963184544698	38.0
Nuc-3991277-chr5_69370054_69370218_stddev=10.106378623863687	62.0
Nuc-2604493-chr2_43676012_43676176_stddev=20.085026363529337	89.0
Nuc-4281370-chr6_33208748_33208912_stddev=19.143923211253416	28.0
Nuc-5366275-chr9_133356062_133356226_stddev=19.177372768384565	91.0
Nuc-828278-chr10_87661196_87661360_stddev=17.083229633002	33.0
Nuc-2420602-chr19_20565393_20565557_stddev=18.926759422104517	21.0
Nuc-5211864-chr9_35646439_35646603_stddev=24.527054223630053	108.0
Nuc-5484167-chrX_7843413_7843577_stddev=26.349971302722913	48.0
Nuc-3504618-chr3_143848538_143848702_stddev=27.794883621910625	45.0
Nuc-3520176-chr3_154324056_154324220_stddev=11.089979906248146	84.0
Nuc-5553724-chrX_102599762_102599926_stddev=24.47748965886821	108.0
Nuc-2200384-chr17_74776751_74776915_stddev=22.27604592880483	113.0
Nuc-3452275-chr3_109118499_109118663_stddev=19.35846068260594	36.0
Nuc-3606517-chr4_2231383_2231547_stddev=24.257571025684243	36.0
Nuc-3470086-chr3_126156281_126156445_stddev=13.626720074911644	53.0
Nuc-1795724-chr15_84817871_84818035_stddev=11.960820393676844	102.0
Nuc-1772439-chr15_76311027_76311191_stddev=16.637608001152092	103.0
Nuc-93107-chr1_25617061_25617225_stddev=19.40281257453334	53.0
Nuc-1098690-chr11_100687748_100687912_stddev=21.106821974998926	120.0
Nuc-3776140-chr4_118835698_118835862_stddev=25.149552679918582	75.0
Nuc-4270753-chr6_26440919_26441083_stddev=24.026346083465313	57.0
Nuc-2107620-chr17_38730609_38730773_stddev=23.14197529184065	101.0
Nuc-3431360-chr3_72446504_72446668_stddev=20.901181186717654	84.0
Nuc-5604289-chrX_155767407_155767571_stddev=16.606835407401398	73.0
Nuc-1839638-chr16_1871729_1871893_stddev=15.169787374238037	40.0
Nuc-2104196-chr17_36535785_36535949_stddev=17.540077565040992	53.0
Nuc-4281409-chr6_33272330_33272494_stddev=17.563883397472214	53.0
Nuc-3164198-chr21_42199942_42200106_stddev=16.482313753434823	59.0
Nuc-393483-chr1_160949582_160949746_stddev=18.928436657202155	51.0
Nuc-4325130-chr6_45327396_45327560_stddev=10.735455276791944	41.0
Nuc-1632901-chr14_103529455_103529619_stddev=18.737912770636967	77.0
Nuc-3202408-chr22_19941400_19941564_stddev=15.083811285575814	452.0
Nuc-4681953-chr7_66088303_66088467_stddev=12.773293419998947	93.0
Nuc-2124958-chr17_44316880_44317044_stddev=19.614915191230974	65.0
Nuc-3568579-chr3_184155638_184155802_stddev=18.43766525349671	128.0
Nuc-1557358-chr14_45084381_45084545_stddev=18.09618902075547	141.0
Nuc-4815715-chr7_117612651_117612815_stddev=16.434415109762803	39.0
Nuc-5031018-chr8_51808550_51808714_stddev=11.479450238481709	28.0
Nuc-226588-chr1_67308238_67308402_stddev=20.69873184521216	32.0
Nuc-2330759-chr18_49486794_49486958_stddev=20.600253577336673	124.0
Nuc-2972823-chr20_10419565_10419729_stddev=20.615327684448534	59.0
Nuc-5548855-chrX_85379305_85379469_stddev=19.963231508072482	18.0
Nuc-5550615-chrX_96884450_96884614_stddev=24.341001930898408	26.0
Nuc-1170122-chr12_2877482_2877646_stddev=18.49190680497689	84.0
Nuc-2956495-chr20_543363_543527_stddev=21.11578895542093	86.0
Nuc-3451534-chr3_108312352_108312516_stddev=20.803979320205922	21.0
Nuc-4295600-chr6_36886222_36886386_stddev=14.127357227104516	193.0
Nuc-999433-chr11_57597945_57598109_stddev=20.685510851033918	111.0
Nuc-1272186-chr12_57128746_57128910_stddev=21.87917331281214	95.0
Nuc-380328-chr1_156054189_156054353_stddev=17.073421745619893	190.0
Nuc-2362136-chr19_2015283_2015447_stddev=24.75358147659379	56.0
Nuc-387392-chr1_158356662_158356826_stddev=30.553148740501094	47.0
Nuc-5540154-chrX_71096121_71096285_stddev=20.0529910232761	61.0
Nuc-1582115-chr14_67189697_67189861_stddev=17.961329989730714	34.0
Nuc-1509786-chr13_99606954_99607118_stddev=24.84270040300791	84.0
Nuc-2069904-chr17_19495635_19495799_stddev=4.281744192888376	35.0
Nuc-2715549-chr2_99304396_99304560_stddev=24.058969620588275	112.0
Nuc-5135819-chr8_120060050_120060214_stddev=19.871811414385174	36.0
Nuc-4887630-chr7_141551695_141551859_stddev=21.14097510528705	196.0
Nuc-62940-chr1_17755586_17755750_stddev=20.30325644378808	26.0
Nuc-2503156-chr19_53254382_53254546_stddev=14.862331206405303	54.0
Nuc-539088-chr1_213988267_213988431_stddev=11.500621101239954	324.0
Nuc-2964482-chr20_3732970_3733134_stddev=19.115309616336198	85.0
Nuc-3298033-chr3_10248756_10248920_stddev=17.352880134997527	130.0
Nuc-3707427-chr4_73258355_73258519_stddev=13.413136181453694	98.0
Nuc-897776-chr11_1927428_1927592_stddev=18.609484817427592	78.0
Nuc-2953155-chr2_241218533_241218697_stddev=21.587033144922902	46.0
Nuc-2507299-chr19_55675550_55675714_stddev=14.37822865854059	157.0
Nuc-3697262-chr4_65670045_65670209_stddev=25.89562382591571	24.0
Nuc-5326844-chr9_121651919_121652083_stddev=17.084756038319334	34.0
Nuc-5598728-chrX_153445581_153445745_stddev=19.29863984844528	39.0
Nuc-2376457-chr19_6162053_6162217_stddev=21.97773494547	57.0
Nuc-2776417-chr2_130964392_130964556_stddev=14.327733617613218	45.0
Nuc-1610233-chr14_89956279_89956443_stddev=21.05529491094775	78.0
Nuc-4576097-chr7_6590308_6590472_stddev=27.763849064546015	158.0
Nuc-5212420-chr9_35829540_35829704_stddev=13.682917167849196	62.0
Nuc-1795135-chr15_84658908_84659072_stddev=20.559011840647745	104.0
Nuc-194986-chr1_53893130_53893294_stddev=17.051656892222617	114.0
Nuc-4280260-chr6_31546166_31546330_stddev=12.836491350991581	28.0
Nuc-3736781-chr4_86848293_86848457_stddev=17.45323421648219	71.0
Nuc-4280349-chr6_31660301_31660465_stddev=17.49444356233017	66.0
Nuc-4740421-chr7_92164199_92164363_stddev=13.103053079339944	59.0
Nuc-1164182-chr12_78497_78661_stddev=30.1648531796019	35.0
Nuc-801189-chr10_75431987_75432151_stddev=11.083320801997928	30.0
Nuc-2704368-chr2_95278706_95278870_stddev=12.913769089571234	36.0
Nuc-4280828-chr6_31959451_31959615_stddev=7.962931873604636	46.0
Nuc-5176883-chr8_141190597_141190761_stddev=15.001333274079341	74.0
Nuc-1183908-chr12_10409867_10410031_stddev=16.534441481406038	20.0
Nuc-4977592-chr8_22057121_22057285_stddev=23.731880423546297	188.0
Nuc-4806074-chr7_112939397_112939561_stddev=19.682113707628048	150.0
Nuc-866427-chr10_113550820_113550984_stddev=17.152907107024813	40.0
Nuc-2395445-chr19_12512762_12512926_stddev=15.486663123277317	27.0
Nuc-2308128-chr18_33440025_33440189_stddev=19.07055191684874	43.0
Nuc-2580001-chr2_31126217_31126381_stddev=23.51929048235487	62.0
Nuc-3172271-chr21_44539719_44539883_stddev=21.526727572949866	40.0
Nuc-3202409-chr22_19942180_19942344_stddev=20.863992928711856	618.0
Nuc-4280261-chr6_31547960_31548124_stddev=8.130767183974708	26.0
Nuc-5521303-chrX_48970774_48970938_stddev=23.939549720417183	52.0
Nuc-2689653-chr2_86861437_86861601_stddev=17.813852287849848	46.0
Nuc-1367360-chr12_111368575_111368739_stddev=16.35986129917962	128.0
Nuc-2954660-chr2_241815295_241815459_stddev=11.88836966675134	62.0
Nuc-190475-chr1_52726781_52726945_stddev=17.418428805430803	219.0
Nuc-4764274-chr7_100483928_100484092_stddev=12.582741461957692	180.0
Nuc-1540633-chr14_26597768_26597932_stddev=26.42744259708499	45.0
Nuc-1002663-chr11_59107503_59107667_stddev=20.300629437422764	58.0
Nuc-347729-chr1_145996092_145996256_stddev=21.78646368734495	104.0
Nuc-2418674-chr19_19386276_19386440_stddev=26.793837392621132	103.0
Nuc-3735563-chr4_85931097_85931261_stddev=21.73012533575078	57.0
Nuc-5520904-chrX_48827791_48827955_stddev=15.903353943953666	64.0
Nuc-2808786-chr2_151671107_151671271_stddev=15.121140462573875	92.0
Nuc-3452424-chr3_109335668_109335832_stddev=15.968080405506942	32.0
Nuc-2409290-chr19_16829736_16829900_stddev=15.252226067036904	153.0
Nuc-4038411-chr5_93741113_93741277_stddev=19.747580665710935	30.0
Nuc-4643853-chr7_42911441_42911605_stddev=15.877239517431159	136.0
Nuc-841476-chr10_96720025_96720189_stddev=19.56824212271615	151.0
Nuc-1967025-chr16_67279879_67280043_stddev=23.71792424634912	117.0
Nuc-4283157-chr6_33803518_33803682_stddev=20.098756180420718	47.0
Nuc-477018-chr1_192716459_192716623_stddev=23.335179713147657	33.0
Nuc-2463191-chr19_40530853_40531017_stddev=14.8282346626251	57.0
Nuc-4986815-chr8_26291848_26292012_stddev=22.198547479600585	33.0
Nuc-4289075-chr6_35260095_35260259_stddev=9.644730858522353	121.0
Nuc-5169866-chr8_138458735_138458899_stddev=15.023790657297036	31.0
Nuc-1716368-chr15_56733009_56733173_stddev=18.91795149821695	110.0
Nuc-4730618-chr7_87059180_87059344_stddev=21.449619292669357	181.0
Nuc-5069842-chr8_78516709_78516873_stddev=19.04599695474091	43.0
Nuc-5029106-chr8_48920927_48921091_stddev=18.63067472788698	38.0
Nuc-1918139-chr16_30497731_30497895_stddev=22.667898005770187	91.0
Nuc-3024102-chr20_38580921_38581085_stddev=24.449494427856333	44.0
Nuc-2917268-chr2_215312414_215312578_stddev=18.57783094091277	83.0
Nuc-5547287-chrX_79145017_79145181_stddev=20.64965286064892	27.0
Nuc-719196-chr10_43138836_43139000_stddev=21.902488631761983	173.0
Nuc-3003997-chr20_32742951_32743115_stddev=14.12036172994925	120.0
Nuc-590582-chr1_233295205_233295369_stddev=17.62159644178202	87.0
Nuc-3466265-chr3_123883806_123883970_stddev=19.727835664360143	54.0
Nuc-778426-chr10_69630603_69630767_stddev=15.631341688262292	96.0
Nuc-921015-chr11_10509487_10509651_stddev=25.04573594224951	124.0
Nuc-1183242-chr12_9881270_9881434_stddev=21.142374511865974	27.0
Nuc-3256125-chr22_41382286_41382450_stddev=15.933250789641878	127.0
Nuc-3602608-chr4_987382_987546_stddev=20.503174517358435	53.0
Nuc-2224872-chr17_81703815_81703979_stddev=11.304368700404178	126.0
Nuc-3247001-chr22_38110506_38110670_stddev=15.297739484424923	52.0
Nuc-4791482-chr7_107580597_107580761_stddev=20.381010769831803	189.0
Nuc-3490026-chr3_138472737_138472901_stddev=24.979991993593593	63.0
Nuc-3248989-chr22_38793478_38793642_stddev=22.327113561766108	104.0
Nuc-2452744-chr19_36666313_36666477_stddev=26.152613323977196	23.0
Nuc-4280744-chr6_31862303_31862467_stddev=18.9650591717441	30.0
Nuc-1190339-chr12_15348174_15348338_stddev=21.213203435596427	68.0
Nuc-1052513-chr11_74311146_74311310_stddev=15.325215242280356	65.0
Nuc-1916588-chr16_30095698_30095862_stddev=21.57291314860957	139.0
Nuc-2184395-chr17_66835472_66835636_stddev=20.25809794981697	40.0
Nuc-3067809-chr20_56359336_56359500_stddev=15.599353952968693	97.0
Nuc-1634873-chr14_104724582_104724746_stddev=18.930382325774616	69.0
Nuc-2067030-chr17_18226051_18226215_stddev=21.191094827780844	127.0
Nuc-3405842-chr3_52409485_52409649_stddev=14.006982385780157	79.0
Nuc-1249102-chr12_50085711_50085875_stddev=18.232586793212384	128.0
Nuc-3263622-chr22_44752934_44753098_stddev=19.27041165704819	82.0
Nuc-4420116-chr6_109482679_109482843_stddev=18.5407370018408	204.0
Nuc-2791811-chr2_143129772_143129936_stddev=15.359578987285643	28.0
Nuc-2708318-chr2_96637795_96637959_stddev=25.177735548435223	58.0
Nuc-4142844-chr5_154191097_154191261_stddev=22.425734776076204	78.0
Nuc-844667-chr10_98010632_98010796_stddev=11.239810200058244	35.0
Nuc-3401671-chr3_50327696_50327860_stddev=16.91744661584602	40.0
Nuc-1840613-chr16_2156160_2156324_stddev=18.126819832011964	113.0
Nuc-2463813-chr19_40690120_40690284_stddev=14.073009158558078	103.0
Nuc-2729671-chr2_105852214_105852378_stddev=26.839649438972195	77.0
Nuc-2819667-chr2_157876946_157877110_stddev=22.572583856309258	192.0
Nuc-4280261-chr6_31547960_31548124_stddev=8.130767183974708	26.0
Nuc-561682-chr1_224434259_224434423_stddev=17.78309647975187	127.0
Nuc-1473276-chr13_52025916_52026080_stddev=19.992855866891198	38.0
Nuc-3014475-chr20_35772414_35772578_stddev=15.781566818274712	104.0
Nuc-4816-chr1_1436075_1436239_stddev=27.114646994431865	107.0
Nuc-2547054-chr2_16665289_16665453_stddev=21.18372016431486	63.0
Nuc-3390936-chr3_46980218_46980382_stddev=23.97454541753223	158.0
Nuc-1137774-chr11_120325676_120325840_stddev=25.756477280165015	103.0
Nuc-3006980-chr20_33673876_33674040_stddev=23.014746825211255	145.0
Nuc-1334555-chr12_96907635_96907799_stddev=21.093021489477405	113.0
Nuc-1485495-chr13_78603017_78603181_stddev=15.391195174153594	26.0
Nuc-3453244-chr3_111542700_111542864_stddev=23.56141964881931	61.0
Nuc-2402198-chr19_14495583_14495747_stddev=19.318490666526024	126.0
Nuc-3484456-chr3_134051548_134051712_stddev=10.260796782769063	33.0
Nuc-1125946-chr11_116787462_116787626_stddev=21.110762812815224	185.0
Nuc-373662-chr1_154221337_154221501_stddev=14.718186029535026	146.0
Nuc-1635778-chr14_105064868_105065032_stddev=10.528068991338845	46.0
Nuc-1773541-chr15_76932136_76932300_stddev=16.02529250903084	97.0
Nuc-2216174-chr17_79075325_79075489_stddev=17.44161689752415	75.0
Nuc-578296-chr1_229304357_229304521_stddev=14.156737729452216	60.0
Nuc-2925797-chr2_219308837_219309001_stddev=14.746172384724114	79.0
Nuc-3236795-chr22_32202874_32203038_stddev=14.326703663781927	40.0
Nuc-3461774-chr3_120682999_120683163_stddev=17.13359273474189	50.0
Nuc-5530318-chrX_56232784_56232948_stddev=11.081766806586195	26.0
Nuc-891868-chr10_133308314_133308478_stddev=15.522459391543922	68.0
Nuc-2045610-chr17_5438591_5438755_stddev=22.075935739522127	45.0
Nuc-3544450-chr3_171006883_171007047_stddev=16.730012950781997	97.0
Nuc-1539502-chr14_24430352_24430516_stddev=20.205120974155214	83.0
Nuc-2054697-chr17_10655899_10656063_stddev=12.801084664786861	67.0
Nuc-1204687-chr12_26937767_26937931_stddev=14.704879101432798	185.0
Nuc-5055836-chr8_66871169_66871333_stddev=26.606181403743168	46.0
Nuc-4281079-chr6_32183530_32183694_stddev=3.7307328163430276	35.0
