accession	dataset	biosample_name	target_name	assay_term_name	assembly	output_type	file_format	file_format_type	derived_from
ENCFF633PGJ	/experiments/ENCSR178DEG/	K562	NR2C1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF802GJA/|/files/ENCFF258HYJ/|/files/ENCFF243AWG/
ENCFF218XDR	/experiments/ENCSR954KIC/	HepG2	KAT8	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF383RMF/|/files/ENCFF001TDO/|/files/ENCFF297AUD/|/files/ENCFF462CHT/
ENCFF334QGA	/experiments/ENCSR000EHC/	K562	GTF2F1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF220GLK/|/files/ENCFF123HUT/|/files/ENCFF614RPL/
ENCFF799DNN	/experiments/ENCSR000BHU/	HepG2	RXRA	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF679VQP/|/files/ENCFF001TDO/|/files/ENCFF976ZDJ/|/files/ENCFF915JCV/
ENCFF774EUE	/experiments/ENCSR000BKT/	K562	USF1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF278MWT/|/files/ENCFF001TDO/|/files/ENCFF385JVK/|/files/ENCFF738UPC/
ENCFF480IMY	/experiments/ENCSR000EGP/	K562	ZNF143	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF178ANU/|/files/ENCFF001TDO/|/files/ENCFF971SGR/|/files/ENCFF984KWO/
ENCFF483CZB	/experiments/ENCSR000EGW/	K562	SMC3	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF041YJV/|/files/ENCFF001TDO/|/files/ENCFF892UIH/|/files/ENCFF714FTS/
ENCFF489SNI	/experiments/ENCSR500WXT/	HepG2	RARA	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF368VBY/|/files/ENCFF304XXT/|/files/ENCFF113KOQ/
ENCFF967HGY	/experiments/ENCSR000DYC/	A549	MYC	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF511NBR/|/files/ENCFF878NMO/|/files/ENCFF001TDO/|/files/ENCFF657NEN/
ENCFF785LTB	/experiments/ENCSR000EDP/	HepG2	ARID3A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF542DWV/|/files/ENCFF001TDO/|/files/ENCFF287ZJM/|/files/ENCFF723URK/
ENCFF645MNT	/experiments/ENCSR000EEA/	HepG2	RFX5	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF003GUP/|/files/ENCFF001TDO/|/files/ENCFF777PZJ/|/files/ENCFF304RUP/
ENCFF180BOV	/experiments/ENCSR596FEL/	HepG2	RBPJ	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF675QKT/|/files/ENCFF001TDO/|/files/ENCFF335YRO/|/files/ENCFF690AVX/
ENCFF783DEP	/experiments/ENCSR000EDX/	HepG2	POLR2AphosphoS2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF273UTG/|/files/ENCFF237QGI/|/files/ENCFF316CBZ/
ENCFF231OJM	/experiments/ENCSR000FAW/	K562	POLR2A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF504GWC/|/files/ENCFF070AMD/|/files/ENCFF960XPL/
ENCFF816BMB	/experiments/ENCSR988LZG/	HepG2	ARID4B	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF232LWL/|/files/ENCFF949ACP/|/files/ENCFF681EMD/
ENCFF888ZAZ	/experiments/ENCSR369YUK/	HepG2	FOXP1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF660FMW/|/files/ENCFF008BOV/|/files/ENCFF001TDO/|/files/ENCFF159DSQ/
ENCFF432TSX	/experiments/ENCSR000EGV/	K562	BHLHE40	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF159GKF/|/files/ENCFF077KRK/|/files/ENCFF368XWG/
ENCFF679HVZ	/experiments/ENCSR000EFV/	K562	MAX	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF087MNA/|/files/ENCFF375JMY/|/files/ENCFF417GYT/
ENCFF346SQV	/experiments/ENCSR000EDW/	HepG2	SMC3	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF620MYW/|/files/ENCFF382SIS/|/files/ENCFF672PNA/
ENCFF998LIN	/experiments/ENCSR000BMR/	K562	POLR2A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF773FKD/|/files/ENCFF281VBW/|/files/ENCFF481CBJ/
ENCFF224MFN	/experiments/ENCSR382PVA/	HepG2	GTF2F1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF266MOP/|/files/ENCFF033KIA/|/files/ENCFF001TDO/|/files/ENCFF366ELK/
ENCFF931IXE	/experiments/ENCSR000BNI/	HepG2	FOXA2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF767MET/|/files/ENCFF782XTI/|/files/ENCFF850ZXW/
ENCFF588MIJ	/experiments/ENCSR000BGL/	HepG2	SIN3A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF948QTU/|/files/ENCFF569NZY/|/files/ENCFF001TDO/|/files/ENCFF906RFI/
ENCFF678KYI	/experiments/ENCSR000BLO/	K562	GABPA	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF442HXQ/|/files/ENCFF001TDO/|/files/ENCFF961HHN/|/files/ENCFF276DPB/
ENCFF167EWU	/experiments/ENCSR912ATU/	MCF-7	ZNF217	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF988SMP/|/files/ENCFF176ZIJ/|/files/ENCFF001TDO/|/files/ENCFF740DFA/
ENCFF632GIY	/experiments/ENCSR052PTN/	K562	PCBP1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF086XWF/|/files/ENCFF656LKP/|/files/ENCFF921JTC/
ENCFF011DOP	/experiments/ENCSR313VZG/	HepG2	FIP1L1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF940FLJ/|/files/ENCFF001TDO/|/files/ENCFF774WWH/|/files/ENCFF085CEK/
ENCFF324USK	/experiments/ENCSR376WCJ/	K562	IRF2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF903CMR/|/files/ENCFF663ORW/|/files/ENCFF084ZRH/
ENCFF297KAT	/experiments/ENCSR991ELG/	K562	SP1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF269OJD/|/files/ENCFF001TDO/|/files/ENCFF103ESU/|/files/ENCFF778OYJ/
ENCFF904ZZF	/experiments/ENCSR268QIQ/	K562	SRSF3	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF855KUE/|/files/ENCFF001TDO/|/files/ENCFF351RVX/|/files/ENCFF660YKV/
ENCFF373FBG	/experiments/ENCSR286PCG/	K562	ZBED1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF648RRL/|/files/ENCFF259MRC/|/files/ENCFF052CCG/
ENCFF154IXU	/experiments/ENCSR189PYJ/	K562	SMAD2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF382SAW/|/files/ENCFF739IDN/|/files/ENCFF397JDZ/
ENCFF732YAK	/experiments/ENCSR897MYK/	A549	SREBF1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF491WEZ/|/files/ENCFF926IPE/|/files/ENCFF290WHA/
ENCFF596JXE	/experiments/ENCSR000EGJ/	K562	MYC	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF033VDX/|/files/ENCFF019DFB/|/files/ENCFF165VLE/
ENCFF858QVH	/experiments/ENCSR000BNT/	HepG2	YY1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF725GND/|/files/ENCFF001TDO/|/files/ENCFF387XCG/|/files/ENCFF224GWF/
ENCFF229MLS	/experiments/ENCSR452YHM/	HepG2	SIN3B	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF223NIO/|/files/ENCFF001TDO/|/files/ENCFF066XXM/|/files/ENCFF739VAD/
ENCFF125RMF	/experiments/ENCSR529JYA/	HepG2	HCFC1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF103LIH/|/files/ENCFF738IWJ/|/files/ENCFF708LWT/
ENCFF063ILV	/experiments/ENCSR353HEP/	K562	TARDBP	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF139HGF/|/files/ENCFF032HCI/|/files/ENCFF027BJC/
ENCFF306VRB	/experiments/ENCSR000BHE/	A549	NR3C1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF875UKZ/|/files/ENCFF001TDO/|/files/ENCFF660YDK/|/files/ENCFF277VVP/
ENCFF519LUE	/experiments/ENCSR000EFU/	K562	ELK1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF670YGF/|/files/ENCFF001TDO/|/files/ENCFF324CAS/|/files/ENCFF390VNW/
ENCFF126MOY	/experiments/ENCSR000BRR/	K562	STAT5A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF373WLW/|/files/ENCFF562UJV/|/files/ENCFF001TDO/|/files/ENCFF556KAN/
ENCFF145TSQ	/experiments/ENCSR101FJU/	HepG2	ZNF384	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF147SMY/|/files/ENCFF037XHM/|/files/ENCFF313BLC/|/files/ENCFF001TDO/
ENCFF719NIX	/experiments/ENCSR109YGM/	K562	CREB3L1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF896HIP/|/files/ENCFF695WCL/|/files/ENCFF914GVW/
ENCFF383WAL	/experiments/ENCSR000BJK/	HepG2	GABPA	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF451PTD/|/files/ENCFF001TDO/|/files/ENCFF539SWX/|/files/ENCFF348PXE/
ENCFF210HYN	/experiments/ENCSR000BLR/	K562	SIN3A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF638TWN/|/files/ENCFF001TDO/|/files/ENCFF453GLP/|/files/ENCFF701TJB/
ENCFF860ZQP	/experiments/ENCSR096IIB/	HepG2	ETV5	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF719AHJ/|/files/ENCFF770RZT/|/files/ENCFF461ILI/
ENCFF200PMR	/experiments/ENCSR486IFJ/	K562	ESRRA	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF619KMH/|/files/ENCFF106AUG/|/files/ENCFF406YGF/
ENCFF860FKS	/experiments/ENCSR445ACU/	HepG2	SOX13	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF557TVO/|/files/ENCFF174SPG/|/files/ENCFF755OPP/
ENCFF969WFT	/experiments/ENCSR638QYO/	A549	SREBF2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF373ECD/|/files/ENCFF757QKH/|/files/ENCFF001TDO/|/files/ENCFF945PVC/
ENCFF726DUK	/experiments/ENCSR557JTZ/	MCF-7	GTF2F1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF601FJF/|/files/ENCFF001TDO/|/files/ENCFF331EWI/|/files/ENCFF376IUM/
ENCFF934OCU	/experiments/ENCSR000EFS/	K562	JUN	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF182AWR/|/files/ENCFF001TDO/|/files/ENCFF422SBX/|/files/ENCFF596KVH/
ENCFF882EOS	/experiments/ENCSR945NSF/	HepG2	PCBP2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF574KTG/|/files/ENCFF174MCF/|/files/ENCFF155AMR/
ENCFF026JCP	/experiments/ENCSR000DYD/	A549	CTCF	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF377UTP/|/files/ENCFF320LNM/|/files/ENCFF144GCK/
ENCFF164KYP	/experiments/ENCSR444LIN/	HepG2	TCF7	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF575WAL/|/files/ENCFF001TDO/|/files/ENCFF412SBF/|/files/ENCFF237AGN/
ENCFF266HXY	/experiments/ENCSR488EES/	HepG2	NFE2L2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF126HBJ/|/files/ENCFF596MOA/|/files/ENCFF001TDO/|/files/ENCFF144BHZ/
ENCFF926QHU	/experiments/ENCSR019KPC/	HepG2	PLRG1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF871CGQ/|/files/ENCFF808TMF/|/files/ENCFF001TDO/|/files/ENCFF351PSH/
ENCFF259NPX	/experiments/ENCSR782WRO/	K562	BMI1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF594TUH/|/files/ENCFF001TDO/|/files/ENCFF841ZJM/|/files/ENCFF186JXU/
ENCFF750XJM	/experiments/ENCSR636YLV/	A549	MAZ	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF542JSY/|/files/ENCFF072HSB/|/files/ENCFF001TDO/|/files/ENCFF472YFZ/
ENCFF035YMH	/experiments/ENCSR235OVI/	HepG2	NFKBIZ	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF885JHN/|/files/ENCFF747HUJ/|/files/ENCFF933XJC/
ENCFF200FKG	/experiments/ENCSR988ZSI/	HepG2	RERE	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF482UEW/|/files/ENCFF656PXD/|/files/ENCFF001TDO/|/files/ENCFF210GLW/
ENCFF859UHG	/experiments/ENCSR633OVO/	HepG2	RFX3	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF378PAB/|/files/ENCFF955YUQ/|/files/ENCFF771QBX/
ENCFF003NDR	/experiments/ENCSR826YMT/	HepG2	SMAD4	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF116GAA/|/files/ENCFF001TDO/|/files/ENCFF802JBA/|/files/ENCFF603EYH/
ENCFF413RSA	/experiments/ENCSR487CPI/	HepG2	ZFP64	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF438OOB/|/files/ENCFF001TDO/|/files/ENCFF922FYX/|/files/ENCFF283GFW/
ENCFF522MMC	/experiments/ENCSR712FAM/	HepG2	ZSCAN9	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF692WFO/|/files/ENCFF001TDO/|/files/ENCFF779UKZ/|/files/ENCFF781JSG/
ENCFF476MYE	/experiments/ENCSR704IGU/	HepG2	ZGPAT	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF061JNR/|/files/ENCFF458FOC/|/files/ENCFF001TDO/|/files/ENCFF645DUR/
ENCFF541YFL	/experiments/ENCSR340BXT/	HepG2	KAT7	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF330KXU/|/files/ENCFF570KPZ/|/files/ENCFF220XZR/
ENCFF908BDF	/experiments/ENCSR557RVF/	K562	ZHX1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF608GUA/|/files/ENCFF001TDO/|/files/ENCFF924ENQ/|/files/ENCFF194DPB/
ENCFF602ZTI	/experiments/ENCSR771GTF/	HepG2	SUZ12	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF186LIR/|/files/ENCFF381HBX/|/files/ENCFF558TFD/
ENCFF168TDM	/experiments/ENCSR173CTF/	HepG2	ZNF580	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF492JAE/|/files/ENCFF001TDO/|/files/ENCFF744DSR/|/files/ENCFF564BLB/
ENCFF614HYY	/experiments/ENCSR759BDG/	HepG2	BCL6	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF310LLW/|/files/ENCFF095BUQ/|/files/ENCFF622DPU/|/files/ENCFF001TDO/
ENCFF002UCF	/experiments/ENCSR938ETG/	HepG2	KLF9	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF394NIB/|/files/ENCFF001TDO/|/files/ENCFF294ADJ/|/files/ENCFF352ASL/
ENCFF056IYP	/experiments/ENCSR491EBY/	K562	ARID2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF828CXZ/|/files/ENCFF001TDO/|/files/ENCFF576BTO/|/files/ENCFF989TPD/
ENCFF239NUO	/experiments/ENCSR068VRA/	K562	MCM7	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF258OQI/|/files/ENCFF272DJX/|/files/ENCFF001TDO/|/files/ENCFF228DXI/
ENCFF290FDW	/experiments/ENCSR841YWU/	MCF-7	E4F1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF636VMF/|/files/ENCFF995GUT/|/files/ENCFF329QXP/
ENCFF465ZTH	/experiments/ENCSR966PJY/	HepG2	MIXL1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF809ZJD/|/files/ENCFF001TDO/|/files/ENCFF873KEF/|/files/ENCFF448PCX/
ENCFF067WFG	/experiments/ENCSR462KYU/	HepG2	GABPB1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF225GGB/|/files/ENCFF001TDO/|/files/ENCFF348JPL/|/files/ENCFF784ABL/
ENCFF020MBK	/experiments/ENCSR476BQA/	HepG2	NONO	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF234DZJ/|/files/ENCFF437VMK/|/files/ENCFF875EQQ/
ENCFF377SDH	/experiments/ENCSR555ZMV/	HepG2	AGO1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF272GTS/|/files/ENCFF661JJB/|/files/ENCFF001TDO/|/files/ENCFF386BWC/
ENCFF517GZV	/experiments/ENCSR574XEO/	K562	NUFIP1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF466JSP/|/files/ENCFF349MUN/|/files/ENCFF001TDO/|/files/ENCFF629MDH/
ENCFF369KDW	/experiments/ENCSR979FQP/	MCF-7	GATAD2B	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF042JUH/|/files/ENCFF056MRN/|/files/ENCFF001TDO/|/files/ENCFF930UBG/
ENCFF936VXH	/experiments/ENCSR571PDN/	HepG2	SSRP1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF888ZSX/|/files/ENCFF567KLN/|/files/ENCFF281XTE/
ENCFF975SNX	/experiments/ENCSR047LSJ/	K562	TAF15	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF789HHG/|/files/ENCFF001TDO/|/files/ENCFF151HYU/|/files/ENCFF690XXK/
ENCFF650VQU	/experiments/ENCSR594BNR/	K562	HNRNPL	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF013REF/|/files/ENCFF001TDO/|/files/ENCFF501SMZ/|/files/ENCFF838LKB/
ENCFF983SZW	/experiments/ENCSR598GER/	K562	CCAR2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF470GVA/|/files/ENCFF001TDO/|/files/ENCFF580YZC/|/files/ENCFF655DKD/
ENCFF685HUX	/experiments/ENCSR801SWX/	MCF-7	TARDBP	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF319FAG/|/files/ENCFF001TDO/|/files/ENCFF411PFB/|/files/ENCFF480TTE/
ENCFF801YBY	/experiments/ENCSR659LJJ/	A549	HDAC2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF047HRL/|/files/ENCFF869FPC/|/files/ENCFF480BUU/
ENCFF569IJM	/experiments/ENCSR360HRA/	K562	KDM1A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF499UMV/|/files/ENCFF490XLD/|/files/ENCFF331TXU/
ENCFF487OSZ	/experiments/ENCSR518WPL/	HepG2	NR2F6	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF524UVY/|/files/ENCFF649MCA/|/files/ENCFF289JSG/
ENCFF816PYF	/experiments/ENCSR714YZG/	HepG2	ETV4	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF291ZSM/|/files/ENCFF199LZX/|/files/ENCFF705ZZH/
ENCFF578QAA	/experiments/ENCSR553QMC/	HepG2	ZNF7	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF604RKF/|/files/ENCFF001TDO/|/files/ENCFF964NXT/|/files/ENCFF904ZYP/
ENCFF304CJQ	/experiments/ENCSR029LBT/	HepG2	FOXP1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF570HWZ/|/files/ENCFF303DTM/|/files/ENCFF592IDM/
ENCFF015QFT	/experiments/ENCSR000EZT/	K562	JUN	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF646NDI/|/files/ENCFF076VIZ/|/files/ENCFF711IWR/|/files/ENCFF001TDO/
ENCFF888WGK	/experiments/ENCSR449UFF/	MCF-7	ZKSCAN1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF387UKV/|/files/ENCFF013VWS/|/files/ENCFF216ONL/
ENCFF634BXB	/experiments/ENCSR261EDU/	HepG2	MNT	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF471EDO/|/files/ENCFF001TDO/|/files/ENCFF777ZCS/|/files/ENCFF233WRK/
ENCFF625CCL	/experiments/ENCSR912NMR/	MCF-7	NONO	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF638XZN/|/files/ENCFF540KAO/|/files/ENCFF812IYD/
ENCFF048GFY	/experiments/ENCSR336DXE/	K562	SKIL	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF501IBL/|/files/ENCFF264IPL/|/files/ENCFF476KBA/
ENCFF332WRL	/experiments/ENCSR277DMR/	K562	ETV1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF645BHJ/|/files/ENCFF421DGE/|/files/ENCFF692PZN/
ENCFF193YSE	/experiments/ENCSR419KSZ/	HepG2	NCOR1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF865EDO/|/files/ENCFF001TDO/|/files/ENCFF835BHM/|/files/ENCFF418EHB/
ENCFF738XGF	/experiments/ENCSR446LAV/	K562	DDX20	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF355OVA/|/files/ENCFF001TDO/|/files/ENCFF390GHC/|/files/ENCFF903NXY/
ENCFF982SSS	/experiments/ENCSR423FCW/	K562	RBM14	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF730DRK/|/files/ENCFF871OPM/|/files/ENCFF001TDO/|/files/ENCFF713DPH/
ENCFF066ZQT	/experiments/ENCSR248IMH/	MCF-7	NFRKB	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF924OFW/|/files/ENCFF887ZYJ/|/files/ENCFF001TDO/|/files/ENCFF610HTV/
ENCFF032YPD	/experiments/ENCSR725ELR/	MCF-7	LARP7	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF815EZY/|/files/ENCFF255JYC/|/files/ENCFF989SEE/
ENCFF278KVO	/experiments/ENCSR000EHL/	K562	POLR2A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF538LJI/|/files/ENCFF001TDO/|/files/ENCFF311JHD/|/files/ENCFF548UHR/
ENCFF228QNJ	/experiments/ENCSR512NLO/	K562	MNT	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF846YPA/|/files/ENCFF595GHN/|/files/ENCFF799NMK/
ENCFF809VBW	/experiments/ENCSR000BMG/	K562	HDAC2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF735NAF/|/files/ENCFF001TDO/|/files/ENCFF246ENE/|/files/ENCFF336UZW/
ENCFF755URS	/experiments/ENCSR968QDP/	HepG2	SMARCE1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF309BHZ/|/files/ENCFF001TDO/|/files/ENCFF854SVR/|/files/ENCFF819JTY/
ENCFF417EPB	/experiments/ENCSR966YYJ/	MCF-7	BMI1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF429CKD/|/files/ENCFF660UZA/|/files/ENCFF351UKV/
ENCFF107CEH	/experiments/ENCSR730TBC/	HepG2	MNT	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF641DSK/|/files/ENCFF368MWT/|/files/ENCFF001TDO/|/files/ENCFF617PCO/
